Date;Time:;Location:;AC        Type:;Operator:;Route:;cn / ln:;Flight #:;Is_military;Military country;Aboard_all;Aboard_passengers;Fatalities_all;Fatalities_passengers;Ground:;Registration:;Summary:
21.12.1989;14:00:00;Near Guayaramerin, Bolivia;Lockheed C-130A;Military - Bolivian Air Force;Guayaramerin - Santa Cruz;3187;;Yes; Bolivian Air Force;28;18;24;?;0;TAM-62;The passenger flight crashed into a jungle shortly after taking off.
21.01.1999;08:10:00;Bluefields, Nicaragua;Antonov An-26;Fuerza Aérea Nicaragua;Managua - Bluefields;;;No;;28;21;28;21;0;;The plane, on a relief mission to Bluefields was waved off from landing because of a blocked runway. While navigating around for another landing attempt, the aircraft crashed into mountainous terrain.
06.07.2021;15:00:00;Palana, Russia;Antonov An 26B-100;Kamchatka Aviation Enterprise;Petropavlovsk - Palana;12310;251;No;;28;22;28;22;0;RA-26085;The passenger plane crashed into the top of a cliff while attempting to land in inclement weather. The debris fell into the sea. Contact was lost with the plane 10 minutes before it was to land.
27.04.1977;;Guatemala City, Guatemala;Convair CV-440;Aviateca;;143;;No;;28;22;28;22;0;TG-ACA;Failure of the No. 1 engine due to lack of oil. Mantenance error. Incorrectly connected high pressure oil hose.
25.03.1961;;Near Natal, Brazil;Douglas C-47DL;Military - Brazilian Air Force;Rio de Janerio - Belem;4473;;Yes; Brazilian Air Force;28;22;23;21;0;C-47-2055;Crashed while attempting to land.
03.12.1945;13:30:00;Near Rochefort , France;Consolidated LB-30A Liberator;Military -Royal Air Force;India - Cambridge, England;;;Yes;Royal Air Force;28;23;28;23;0;KH125;Crashed in severe turbulence in thunderstorms after losing the right wing and breaking up.
22.12.1954;23:00:00;Pittsburgh, Pennsylvania;Douglas DC-3;Johnson Flying Service;Newark - Pittsburgh - Colorado Springs;20197;4844-C;No;;28;23;10;9;0;N24320;Ditched into the Monongahela River after running out of fuel. Inadequate flight planning. Contributing factors were inadequate crew supervision and training.
23.10.1959;22:10:00;Near Moscow, Russia;Ilyushin IL-14P;Aeroflot;Baku - Moscow;6341709;200;No;;28;23;28;23;0;CCCP-41806;Crashed on approach. Crew's handling of the plane led to a premature loss of altitude and collision with obstacles. Crew fatigue,
26.01.1972;16:10:00;Near Srbská Kamenice, Czech Republic;McDonnell Douglas DC-9-32;JAT Yugoslav Airlines;Stockholm - Belgrade;47482/592;JU 367;No;;28;23;27;23;0;YU-AHT;The plane crashed after the detonation of a bomb in the forward cargo hold. A flight attendant,  22 year old Vesna Vulovic, fell 33,330 feet in the tail section and although she broke both legs and was temporarily paralyzed from the waist down, she survived. She was in a coma for 27 days and it took 16 months for her to recover. The bomb was believed to be placed on the plane by a Croatian extremist group. On January 27, 1997, 25 years after the crash, Vesna Vulovic returned to the crash-site and was reunited with the firemen who pulled her from the wreckage and the medical team who looked after her in the hospital.
27.01.1990;17:35:00;Near Kinkala, Congo;Nord 262C-66;Military - Congolese Air Force;Pointe-Noire - Brazzaville;103;;Yes; Congolese Air Force;28;23;28;23;0;TN-230;Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.
11.07.1945;;Near Kisumu, Kenya;Douglas C-47;Military - South African Air Force;Kisumu - Durban;6812;;Yes; South African Air Force;28;24;28;24;0;6812;Crashed  on an island  located in Winam Bay shortly after take off Kismu.
15.09.1951;;Bangalore, India;Douglas C-47A-30-DK Dakota III;Air India;Bangalore - Trivandrum;13853/25298;;No;;28;24;22;21;0;VT-CCA;Lost control and crashed when attempting to take off. Attempted to take off  with the autopilot engaged.
03.08.1944;20:30:00;Naper, Nebraska;Douglas C-47A-DL;Military - U.S. Army Air Forces;Bruning, NB - Pierre, SD;9514;;Yes; U.S. Army Air Forces;28;24;28;24;0;42-23652;Crashed in a severe thunderstorm after possibly being hit by lightning and losing both engines.
30.12.1951;15:40:00;Near Phoenix, Arizona;Douglas C-47D;Military - U.S. Air Force;New York - Williams AFB;15850/32598;;Yes; U.S. Air Force;28;24;28;24;0;47-76266;Crashed into a mountainside at an altitude of 7,000 ft., 66 miles northeast of Williams AFB.
14.01.1970;;Mt. Pumacona, Peru;Douglas DC-4;Faucett;Trujillo - Juanjui;10591;;No;;28;24;28;24;0;OB-R-776;Flew into a 10,500 ft. mountain. The mental state of the pilot-in-command adversely affected his judgement and efficiency. Contributing factors  ATC error, navigational aids not functional.
14.09.1978;14:50:00;Paranaque, Philippines;Fokker F-27 Friendship 200;Philippine Air Force;Laoag - Paranaque;10328;;No;;28;24;21;17;12;PH-FKY;The domestic flight crashed while attempting to land at Paranaque in thunderstorms with heavy rain and wind gusts. Possible lightning strike.
19.09.1958;16:15:00;Near Lazo, Russia;Ilyushin IL-12;Aeroflot;Magadan - Okhotsk - Khabarovsk;30 073;;No;;28;24;28;24;0;CCCP-L3904;Crashed in a mountainous area.  The loss of orientation during the flight at night.
26.09.1994;17:37:00;Near Vanavera, Russia;Yakovlev YAK-40;Cheremshanka Airlines;Krasnoyarsk - Tura;9441337;;No;;28;24;28;24;0;RA-87468;After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera.
16.09.1953;08:34:00;Albany, New York;Convair CV-240-0;American Airlines;Boston - Hartford - Albany - Chicago;116;723;No;;28;25;28;25;0;N94255;After circling, the aircraft crashed into two radio towers while on approach to Albany Municipal Airport. While the pilot was aligning with the runway, he descended below obstructions partially obscured by fog and crashed into radio towers. Crew's failure to abandon the landing under adverse weather conditions.
06.01.1969;20:35:00;Near Bradford, Pennsylvania;Convair CV-580;Allegheny Airlines;Washington - Harrisburgh - Bradford - Erie - Detroit;386;737;No;;28;25;11;9;0;N5825;Crashed, clipping tree tops short of the runway, in light snow while on approach. An excessive descent was not detected or corrected by the crew for reasons unknown. Possibilities include an altimeter failure or misreading of the instrument approach chart.
25.11.1968;15:33:00;Savannakhet, Laos;Curtiss C-46D-20-CU;Air America;Savannakhét - Vientiane;22265;;No;;28;25;26;23;0;N1386N;Crashed shortly after taking off after one of the engines failed.
20.09.1946;;Lochi Mountain, China;Curtiss Wright C-46;China National Aviation Corporation;Sichang - Kunming, Yunnan;;;No;;28;25;28;25;0;;Crashed into a 15,000 ft. mountain shortly after taking off from Sichang.
15.11.1945;09:14:00;Near Jacquinot Bay  New Guinea;Douglas C-47 Dakota-DK;Military - Royal Australian Air Force;Lae - Finschhafen - Jacquinot Bay - Rabaul;26640;;Yes; Royal Australian Air Force;28;25;28;25;0;A6554;Crashed into a 7,598 ft. mountain in the region of Wide Bay, 150 feet below the ridge, shortly after taking off. There were Australian and Indian soldiers on board.
30.11.1947;14:25:00;Seattle, Washington;Douglas C-54A;Alaska Airlines;Anchorage - Seattle;7453;009;No;;28;25;8;7;1;NC-91009;The plane attempted to land at Seattle-Tacoma Airport  but aborted the landing because of low ceiling and visibility. During a second landing attempt, the aircraft touched down 2,748 feet beyond the approach end of Runway 20, ran past the end of the runway, hit an automobile killing one person, crashed into a ditch and burst into flames. Caused by the landing of the airplane too far from the approach end of a wet runway and at a speed too great to accomplish a full stop on the runway.
08.03.1964;18:45:00;Bogota, Colombia;Douglas DC-3;Taxi Aereo de Santander;Pereira - Bogota;12374;;No;;28;25;28;25;0;HK-862;Crashed during final approach. Evasive maneuver to avoid a mid-air collision with another aircraft caused the pilot to lose control of the aircraft.
21.02.1973;;Cerro Horqueta, Panama;Douglas DC-3;Aerovias Urraca;David - Changuinola;19242;;No;;28;25;22;19;0;HP-560;Flew into Cerro Horqueta Mountain. Controlled flight into terrain.
29.04.1959;17:00:00;Valdemeca, Spain;Douglas DC-3;Iberia Airlines;Barcelona - Madrid;19334;;No;;28;25;28;25;0;EC-ABC;Crashed into the east slopes of Sierra de Valdemeca after being diverted due to poor weather. Joaquin Blume, Spain's European gymnastics champion, killed. Unfavorable weather made it necessary to deviate from the planned route.
21.06.1964;04:00:00;Off Palma de Mallorca, Spain;Douglas DC-3;TASSA;Palma de Mallorca - Ibiza;20072;;No;;28;25;1;1;0;EC-AQH;Both engines failed and the plane ditched 1 mile offshore and sank.
03.11.1953;;Tarabuco, Bolivia;Douglas DC-3;Lloyd Aereo Boliviano;Camiri - Sucre;2181;;No;;28;25;28;25;0;CP-600;Crashed into the Rodeo Pampa mountains during an approach to Sucre, 18 miles from its destination.
14.01.1951;14:13:00;Philadelphia, Pennsylvania;Douglas DC-4-1009;National Airlines;Newark - Philadelphia;43102;83;No;;28;25;7;6;0;N74685;The plane overshot the landing, ran into a ditch and caught fire. Pilot error in electing to land long, on a wet and snow covered runway instead of executing a missed approach.
25.03.1991;08:15:00;Near Bangalore, India;Hindustan Aeronautics 748-2;Military - Indian Air Force;Yellahanka-Yellahanka;551;;Yes; Indian Air Force;28;25;28;25;0;H1513;The plane climbed to an altitude of 150 ft. and then crashed into the ground about half-a-mile from the airport. Engine failure.
07.02.2009;14:00:00;Manacapuru, Brazil;Bandeirante EMB-110P1;Aerotaxi Manaus;Coari - Manus;110352;;No;;28;26;24;22;0;PT-SEA;The plane was being used as an air taxi to ferry passengers between cities when it crashed in the Manacapuru River, 50 miles from Manus. The plane took off under warning of strong winds and rain. The crew asked permission to return shortly after takeoff because they lost an engine. The plane disappeared from radar and lost contact with ATC. The plane crashed into the river when the crew tried to land the plane on an abandoned runway in the town of Manacapuru.
17.12.1994;13:20:00;Papua, New Guinea;de Havilland Canada DHC-6 Twin Otter 200;Missionary Aviation Fellowship;Tabubil - Selbang;187;;No;;28;26;28;26;0;P2-MFS;The chartered flight struck a cliff at 6,400 ft. during a flight from a copper and gold mine.
22.03.1965;14:55:00;Sugar Loaf Mountain, Colombia;Douglas C-47;Avianca;Bogota - Bucaramanga;4753;676;No;;28;26;28;26;0;HK-109;Crashed into Pan de Azucar Peak, 35 nm from Bucaramanga. Flying under VFR in IFR conditions.
22.05.1954;09:23:00;Paraparaumu, New Zealand;Douglas DC-3;New Zealand National Airways;Churchchrist - Paraparaumu;15948/32696;;No;;28;26;3;3;0;ZK-AQT;Crashed onto a roadway from a height of 500 ft. and into a clump of trees.The crew used the wrong fuel selection configueration and the engines failed due to fuel starvation.
26.05.1998;09:30:00;Near Erdenet, Mongolia;Harbin Yunshuji Y-12 II;MIAT - Mongolian Airlines;Erdenet - Moron;;;No;;28;26;28;26;0;JU-1017;The aircraft crashed into the side of a mountain at 2,800m,  13 minutes after taking off from Erdenet. The plane, designed to carry a maximum of 19 passengers, was carring 26. Overloaded.
01.02.1959;23:50:00;Kerrville, Texas;Douglas DC-3;General Airways;Pueblo, CO - San Antoonio, TX;1924;;No;;28;30;3;1;0;N17314;The aircraft crashed into a hill while attempting an emergency landing after experiencing icing. The captain's poor judgment in continuing into known and dangerous icing conditions.
11.08.1982;;Pacific Ocean;Boeing B-747-121;Pan American World Airways;Tokyo - Honolulu;19658/47;PA830;No;;285;270;1;1;0;N754PA;A sixteen-year-old boy was killed when a bomb detonated under a seat cushion. The explosion caused minor damage and the plane landed safely at Honolulu. The bomb was placed onboard by Mohammed Rashed, a Jordanian terrorist with the May 15 Organization.
25.06.1968;07:30:00;Near Bearcat, South Vietnam;Bell UH-1H / Bell UH-1H / Bell UH-1H;Military - U.S. Army;;;;Yes; U.S. Army;29;?;29;?;0;;A mid-air collision between three helicopters at 900 ft. (66-16202) (66-16592) (66-16601).
18.10.1958;;NAS Argentia, Placentia Bay,  Newfoundland,  Canada;Lockheed WV-2 Super Constellation;Military - U.S. Navy;Patuxent River, NAS - Argentia,NAS;4418;;Yes; U.S. Navy;29;?;11;?;0;141294;"Crashed into Placentia Bay, 1,000 feet short of the runway during a CGA landing, trying to get under the  weather. The ceiling was reported indefinite, 200 feet, visibility, 2 miles in drizzle and fog. A precision approach was commenced to the runway. The approach was within tolerances and normal until after passing through GCA minimums, at which time the aircraft went below glide path and the pilot was instructed to take a waveoff. The waveoff was not executed until after the aircraft had actually made contact with the runway. After climbout, GCA was contacted and a second approach was requested to commence with no delay. The pilot advised GCA that the runway was in sight just before GCA gave him a waveoff on the first approach. The second approach was again normal until the final controller gave the instructions, ""Approaching GCA minimums."" The aircraft immediately commenced dropping below glide path. An emergency pullup was given, but the aircraft collided with the water and came to rest 2,050 feet east of the approach end of the runway. It sank in 26 feet of water"
